Team,Game,Opp Team,GP,SAT For,SAT Agst,SAT,SAT Tied,SAT Ahead,SAT Behind,SAT Close,USAT For,USAT Agst,USAT,USAT Tied,USAT Ahead,USAT Behind,USAT Close
Pittsburgh Penguins,2013/04/27  vs. CAR,CAR,1,51,49,2,-2,4,0,-3,43,36,7,-1,8,0,1
New Jersey Devils,2013/02/15  vs. PHI,PHI,1,36,44,-8,-2,-5,-1,-10,28,36,-8,-3,-2,-3,-8
Buffalo Sabres,2013/04/11  vs. MTL,MTL,1,31,44,-13,-6,0,-7,-10,20,36,-16,-4,0,-12,-8
New York Rangers,2013/03/12  vs. BUF,BUF,1,42,39,3,-1,-3,7,-11,30,27,3,0,-3,6,-7
Florida Panthers,2013/03/24  vs. NYI,NYI,1,48,44,4,0,0,4,6,32,35,-3,-1,0,-2,3
Buffalo Sabres,2013/01/20  vs. PHI,PHI,1,40,25,15,2,8,5,12,28,24,4,-5,5,4,1
Washington Capitals,2013/03/24  vs. NYR,NYR,1,49,41,8,-3,11,0,-4,30,33,-3,-8,5,0,-11
Los Angeles Kings,2013/03/31  vs. DAL,DAL,1,60,44,16,8,8,0,27,46,29,17,8,9,0,23
Tampa Bay Lightning,2013/03/04  vs. PIT,PIT,1,51,42,9,13,1,-5,12,38,29,9,11,4,-6,12
Toronto Maple Leafs,2013/02/02  vs. BOS,BOS,1,44,52,-8,-3,0,-5,-10,25,41,-16,-2,0,-14,-13
Buffalo Sabres,2013/01/21  vs. TOR,TOR,1,27,44,-17,2,-19,0,1,21,30,-9,3,-12,0,1
Edmonton Oilers,2013/01/24  vs. LAK,LAK,1,24,34,-10,-9,0,-1,-6,17,24,-7,-6,0,-1,-4
New Jersey Devils,2013/03/19  vs. NYR,NYR,1,44,33,11,6,0,5,7,33,29,4,3,0,1,4
Pittsburgh Penguins,2013/03/16  vs. NYR,NYR,1,50,39,11,1,10,0,5,37,26,11,1,10,0,9
Calgary Flames,2013/02/09  vs. VAN,VAN,1,43,44,-1,2,-6,3,-6,36,36,0,2,-5,3,-3
St. Louis Blues,2013/04/27  vs. CHI,CHI,1,49,41,8,-3,11,0,1,34,31,3,-2,5,0,-1
Minnesota Wild,2013/03/10  vs. VAN,VAN,1,36,33,3,0,3,0,-4,29,24,5,0,5,0,1
Carolina Hurricanes,2013/02/23  vs. TBL,TBL,1,56,54,2,-2,0,4,9,40,43,-3,-3,0,0,3
Minnesota Wild,2013/02/11  vs. CGY,CGY,1,31,40,-9,-17,8,0,-13,17,27,-10,-16,6,0,-13
New Jersey Devils,2013/03/30  vs. FLA,FLA,1,24,41,-17,-8,-9,0,-13,20,28,-8,-3,-5,0,-7
Columbus Blue Jackets,2013/03/23  vs. NSH,NSH,1,37,38,-1,-6,0,5,-9,24,28,-4,-4,0,0,-6
Philadelphia Flyers,2013/02/16  vs. MTL,MTL,1,30,39,-9,2,0,-11,-7,21,27,-6,2,0,-8,-5
Los Angeles Kings,2013/04/16  vs. SJS,SJS,1,43,51,-8,-5,0,-3,-5,36,37,-1,1,0,-2,2
Montreal Canadiens,2013/03/05  vs. NYI,NYI,1,46,34,12,-1,7,6,2,32,22,10,1,4,5,2
Minnesota Wild,2013/03/30  vs. LAK,LAK,1,39,44,-5,-2,0,-3,-9,31,36,-5,-3,0,-2,-7
Calgary Flames,2013/01/23  vs. VAN,VAN,1,38,58,-20,-19,0,-1,-20,29,44,-15,-15,0,0,-15
Columbus Blue Jackets,2013/02/18  vs. ANA,ANA,1,58,41,17,5,1,11,8,33,33,0,2,-2,0,-5
Detroit Red Wings,2013/04/25  vs. NSH,NSH,1,50,25,25,10,6,9,19,41,22,19,7,5,7,14
Buffalo Sabres,2013/04/14  vs. TBL,TBL,1,33,47,-14,1,-15,0,-5,25,40,-15,2,-17,0,-7
Anaheim Ducks,2013/04/27  vs. PHX,PHX,1,60,50,10,5,0,5,-3,49,36,13,9,0,4,1
Vancouver Canucks,2013/02/09  vs. CGY,CGY,1,44,43,1,-2,-3,6,6,36,36,0,-2,-3,5,3
Winnipeg Jets,2013/03/17  vs. OTT,OTT,1,35,54,-19,-2,0,-17,-8,28,46,-18,0,0,-18,-3
Tampa Bay Lightning,2013/03/07  vs. WPG,WPG,1,40,46,-6,-2,0,-4,-9,29,34,-5,-2,0,-3,-9
Los Angeles Kings,2013/03/18  vs. PHX,PHX,1,36,41,-5,1,-6,0,-5,29,33,-4,1,-5,0,-3
San Jose Sharks,2013/03/20  vs. EDM,EDM,1,54,37,17,20,0,-3,19,41,28,13,16,0,-3,14
New York Islanders,2013/02/05  vs. PIT,PIT,1,38,35,3,1,0,2,5,27,27,0,0,0,0,4
Florida Panthers,2013/04/23  vs. NYR,NYR,1,31,56,-25,-13,-12,0,-20,18,42,-24,-16,-8,0,-23
Nashville Predators,2013/02/05  vs. STL,STL,1,28,37,-9,1,-10,0,1,23,25,-2,1,-3,0,1
New York Rangers,2013/04/21  vs. NJD,NJD,1,28,42,-14,1,-15,0,3,23,33,-10,1,-11,0,1
Boston Bruins,2013/04/20  vs. PIT,PIT,1,56,21,35,20,6,9,26,42,17,25,14,4,7,18
Tampa Bay Lightning,2013/02/19  vs. TOR,TOR,1,33,46,-13,-9,-4,0,-13,24,32,-8,-9,1,0,-6
Tampa Bay Lightning,2013/03/12  vs. FLA,FLA,1,27,49,-22,-7,-15,0,-20,18,38,-20,-9,-11,0,-20
New York Rangers,2013/04/05  vs. PIT,PIT,1,65,35,30,20,0,10,20,49,22,27,15,0,12,15
Dallas Stars,2013/04/25  vs. CBJ,CBJ,1,64,38,26,5,0,21,15,41,33,8,0,0,8,1
Vancouver Canucks,2013/02/12  vs. MIN,MIN,1,45,23,22,8,14,0,17,35,19,16,7,9,0,13
Minnesota Wild,2013/02/17  vs. DET,DET,1,38,47,-9,1,-3,-7,-8,32,37,-5,1,-2,-4,-4
New York Rangers,2013/02/19  vs. MTL,MTL,1,46,46,0,-1,-2,3,-3,31,26,5,2,1,2,3
Pittsburgh Penguins,2013/02/03  vs. WSH,WSH,1,39,53,-14,-3,-11,0,-7,29,34,-5,-4,-1,0,-3
Ottawa Senators,2013/04/12  vs. NJD,NJD,1,23,44,-21,-8,-13,0,-5,15,35,-20,-8,-12,0,-6
Nashville Predators,2013/03/02  vs. SJS,SJS,1,44,59,-15,-11,0,-4,-7,22,43,-21,-10,0,-11,-13
Dallas Stars,2013/02/15  vs. VAN,VAN,1,29,37,-8,-3,-3,-2,1,22,27,-5,1,-2,-4,2
Edmonton Oilers,2013/03/15  vs. DET,DET,1,40,38,2,1,1,0,5,33,25,8,5,3,0,11
Washington Capitals,2013/04/18  vs. OTT,OTT,1,31,59,-28,-17,0,-11,-25,23,46,-23,-13,0,-10,-23
Florida Panthers,2013/03/19  vs. CAR,CAR,1,57,61,-4,3,-7,0,3,47,45,2,7,-5,0,7
Buffalo Sabres,2013/03/21  vs. TOR,TOR,1,42,37,5,-3,5,3,-3,33,31,2,-5,3,4,-3
Phoenix Coyotes,2013/01/26  vs. LAK,LAK,1,38,44,-6,-2,0,-4,-9,31,37,-6,1,0,-7,-6
Carolina Hurricanes,2013/04/01  vs. MTL,MTL,1,44,44,0,-6,3,3,0,30,33,-3,-3,1,-1,-1
Washington Capitals,2013/03/02  vs. WPG,WPG,1,41,43,-2,-1,-1,0,-1,33,31,2,-2,4,0,0
Philadelphia Flyers,2013/02/07  vs. FLA,FLA,1,38,37,1,4,-2,-1,6,23,27,-4,3,-6,-1,-1
Calgary Flames,2013/03/18  vs. DAL,DAL,1,38,44,-6,-16,0,10,-18,22,32,-10,-10,0,0,-11
Boston Bruins,2013/02/15  vs. BUF,BUF,1,48,42,6,-1,6,1,9,39,29,10,-3,10,3,13
Boston Bruins,2013/04/10  vs. NJD,NJD,1,23,29,-6,0,-6,0,1,17,27,-10,0,-10,0,1
Chicago Blackhawks,2013/03/16  vs. DAL,DAL,1,51,30,21,1,20,0,7,39,22,17,-1,18,0,4
Calgary Flames,2013/04/12  vs. PHX,PHX,1,38,54,-16,-17,-5,6,-13,29,42,-13,-11,-7,5,-8
Montreal Canadiens,2013/04/04  vs. WPG,WPG,1,36,55,-19,-2,-16,-1,-3,23,31,-8,-1,-6,-1,-2
Montreal Canadiens,2013/04/09  vs. WSH,WSH,1,66,43,23,1,4,18,11,38,35,3,-4,2,5,0
Toronto Maple Leafs,2013/01/26  vs. NYR,NYR,1,29,53,-24,-3,-12,-9,-11,20,42,-22,-4,-11,-7,-11
Philadelphia Flyers,2013/03/26  vs. NYR,NYR,1,55,57,-2,-6,0,4,-9,36,40,-4,-2,0,-2,-7
Los Angeles Kings,2013/03/04  vs. NSH,NSH,1,42,29,13,5,8,0,8,30,24,6,3,3,0,3
Phoenix Coyotes,2013/03/09  vs. DAL,DAL,1,42,43,-1,5,-6,0,-1,32,23,9,6,3,0,7
New York Rangers,2013/03/03  vs. BUF,BUF,1,50,32,18,15,0,3,15,35,22,13,7,0,6,8
Edmonton Oilers,2013/01/20  vs. VAN,VAN,1,39,40,-1,0,0,-1,2,31,28,3,1,0,2,7
Anaheim Ducks,2013/02/12  vs. CHI,CHI,1,34,31,3,0,0,3,-3,22,26,-4,-5,1,0,-6
Carolina Hurricanes,2013/03/02  vs. FLA,FLA,1,43,44,-1,1,-2,0,2,33,29,4,2,2,0,4
Calgary Flames,2013/04/21  vs. MIN,MIN,1,39,53,-14,-7,-7,0,-9,27,40,-13,-8,-5,0,-9
Minnesota Wild,2013/04/23  vs. LAK,LAK,1,41,42,-1,5,-6,0,5,36,33,3,4,-1,0,4
New York Rangers,2013/02/28  vs. TBL,TBL,1,53,38,15,12,3,0,14,34,26,8,9,-1,0,10
Boston Bruins,2013/04/02  vs. OTT,OTT,1,62,61,1,2,-1,0,3,55,45,10,4,6,0,11
Tampa Bay Lightning,2013/03/02  vs. BOS,BOS,1,22,35,-13,-10,-3,0,-10,15,28,-13,-12,-1,0,-12
New Jersey Devils,2013/03/10  vs. WPG,WPG,1,48,34,14,10,4,0,11,35,26,9,10,-1,0,7
Pittsburgh Penguins,2013/01/25  vs. WPG,WPG,1,65,50,15,9,1,5,14,48,41,7,9,-1,-1,11
Calgary Flames,2013/04/25  vs. STL,STL,1,27,36,-9,-5,0,-4,-4,20,25,-5,-2,0,-3,-2
Edmonton Oilers,2013/04/22  vs. ANA,ANA,1,51,45,6,-3,0,9,-2,31,34,-3,-2,0,-1,-1
Chicago Blackhawks,2013/04/12  vs. DET,DET,1,40,39,1,-1,-1,3,-4,29,27,2,2,-2,2,-1
Vancouver Canucks,2013/03/30  vs. EDM,EDM,1,39,43,-4,0,0,-4,-1,26,35,-9,0,0,-9,-1
Los Angeles Kings,2013/02/20  vs. CGY,CGY,1,58,31,27,9,18,0,27,40,24,16,5,11,0,15
Nashville Predators,2013/03/28  vs. PHX,PHX,1,47,40,7,0,0,7,-3,42,34,8,1,0,7,-2
Nashville Predators,2013/02/14  vs. PHX,PHX,1,49,39,10,7,3,0,7,34,24,10,10,0,0,10
San Jose Sharks,2013/02/12  vs. NSH,NSH,1,37,34,3,3,0,0,3,25,24,1,1,0,0,1
New Jersey Devils,2013/04/21  vs. NYR,NYR,1,42,28,14,-1,0,15,-3,33,23,10,-1,0,11,-1
New York Islanders,2013/01/27  vs. WPG,WPG,1,59,59,0,-4,-7,11,6,43,47,-4,-2,-6,4,0
St. Louis Blues,2013/04/04  vs. CHI,CHI,1,33,45,-12,0,-8,-4,-13,24,39,-15,-5,-5,-5,-17
Colorado Avalanche,2013/04/23  vs. STL,STL,1,29,52,-23,0,0,-23,-6,19,40,-21,2,0,-23,-5
San Jose Sharks,2013/03/16  vs. LAK,LAK,1,52,52,0,-3,0,3,-8,33,38,-5,-2,0,-3,-1
Winnipeg Jets,2013/03/28  vs. PIT,PIT,1,39,68,-29,-9,0,-20,-9,29,54,-25,-6,0,-19,-7
Washington Capitals,2013/04/11  vs. CAR,CAR,1,48,59,-11,-1,-13,3,-7,38,42,-4,0,-9,5,-1
Nashville Predators,2013/02/23  vs. DET,DET,1,54,35,19,3,0,16,8,45,29,16,2,0,14,10
Montreal Canadiens,2013/04/03  vs. PHI,PHI,1,34,35,-1,-2,1,0,3,24,29,-5,-5,1,-1,-1
Boston Bruins,2013/02/28  vs. OTT,OTT,1,52,49,3,-6,9,0,3,40,35,5,-2,7,0,5
New Jersey Devils,2013/01/27  vs. MTL,MTL,1,28,45,-17,0,0,-17,-10,24,34,-10,1,0,-11,-4
Buffalo Sabres,2013/03/03  vs. NYR,NYR,1,32,50,-18,-15,-3,0,-15,22,35,-13,-7,-6,0,-8
Washington Capitals,2013/01/27  vs. BUF,BUF,1,37,44,-7,-3,1,-5,-7,29,30,-1,3,0,-4,-3
Chicago Blackhawks,2013/03/26  vs. CGY,CGY,1,39,32,7,-2,9,0,7,32,18,14,2,12,0,12
Chicago Blackhawks,2013/04/24  vs. EDM,EDM,1,46,35,11,-3,14,0,4,38,26,12,-2,14,0,4
Washington Capitals,2013/04/20  vs. MTL,MTL,1,43,48,-5,-2,-3,0,1,27,33,-6,-5,-1,0,-2
Los Angeles Kings,2013/02/05  vs. CBJ,CBJ,1,42,26,16,14,3,-1,16,32,19,13,8,4,1,13
Calgary Flames,2013/02/18  vs. PHX,PHX,1,47,68,-21,-1,0,-20,-14,37,52,-15,-1,0,-14,-8
St. Louis Blues,2013/03/05  vs. LAK,LAK,1,21,38,-17,-11,-1,-5,-8,16,28,-12,-4,-3,-5,-2
Minnesota Wild,2013/02/07  vs. VAN,VAN,1,28,25,3,-2,0,5,-2,26,21,5,0,0,5,0
Florida Panthers,2013/04/20  vs. NJD,NJD,1,18,42,-24,-6,-2,-16,-10,13,36,-23,-6,-2,-15,-8
New York Rangers,2013/03/14  vs. WPG,WPG,1,63,51,12,12,0,0,22,43,34,9,4,0,5,16
San Jose Sharks,2013/04/03  vs. MIN,MIN,1,42,53,-11,-3,-8,0,-6,33,33,0,0,0,0,0
Carolina Hurricanes,2013/03/16  vs. TBL,TBL,1,56,41,15,-1,0,16,4,37,31,6,-1,0,7,0
Philadelphia Flyers,2013/01/27  vs. TBL,TBL,1,48,31,17,0,-1,18,-2,29,25,4,-1,-1,6,-3
Tampa Bay Lightning,2013/03/29  vs. NJD,NJD,1,33,33,0,-7,0,7,-8,26,28,-2,-5,0,3,-5
Calgary Flames,2013/02/20  vs. LAK,LAK,1,31,58,-27,-9,0,-18,-27,24,40,-16,-5,0,-11,-15
St. Louis Blues,2013/01/26  vs. DAL,DAL,1,39,38,1,-4,-2,7,0,32,28,4,0,-3,7,6
Vancouver Canucks,2013/03/05  vs. SJS,SJS,1,48,31,17,1,0,16,13,34,25,9,0,0,9,9
Vancouver Canucks,2013/04/08  vs. PHX,PHX,1,51,38,13,7,6,0,17,41,30,11,4,7,0,12
Winnipeg Jets,2013/04/09  vs. BUF,BUF,1,50,36,14,16,-2,0,18,36,32,4,7,-3,0,9
New Jersey Devils,2013/02/28  vs. WPG,WPG,1,47,34,13,10,0,3,9,30,23,7,5,0,2,3
Winnipeg Jets,2013/01/31  vs. FLA,FLA,1,39,40,-1,-10,3,6,-9,36,28,8,-1,3,6,2
Vancouver Canucks,2013/01/28  vs. LAK,LAK,1,25,47,-22,-3,-19,0,-6,20,32,-12,0,-12,0,-1
Winnipeg Jets,2013/03/22  vs. WSH,WSH,1,46,25,21,6,0,15,13,34,19,15,6,0,9,10
Tampa Bay Lightning,2013/04/02  vs. FLA,FLA,1,55,39,16,11,0,5,7,46,30,16,8,0,8,7
Colorado Avalanche,2013/04/08  vs. CGY,CGY,1,47,37,10,6,0,4,4,35,30,5,0,1,4,-1
New Jersey Devils,2013/02/07  vs. TBL,TBL,1,32,20,12,12,0,0,14,27,15,12,9,3,0,13
Phoenix Coyotes,2013/01/23  vs. CBJ,CBJ,1,58,38,20,7,14,-1,12,46,23,23,13,11,-1,17
Vancouver Canucks,2013/02/04  vs. EDM,EDM,1,50,39,11,1,0,10,9,32,24,8,0,0,8,4
Dallas Stars,2013/04/05  vs. ANA,ANA,1,30,44,-14,-1,-13,0,2,24,31,-7,1,-8,0,3
Montreal Canadiens,2013/03/10  vs. FLA,FLA,1,42,30,12,4,8,0,6,38,22,16,3,13,0,6
San Jose Sharks,2013/01/22  vs. EDM,EDM,1,38,34,4,1,3,0,3,29,29,0,1,-1,0,3
Edmonton Oilers,2013/02/10  vs. CBJ,CBJ,1,18,35,-17,-9,-8,0,-13,14,25,-11,-4,-7,0,-6
Philadelphia Flyers,2013/03/30  vs. BOS,BOS,1,35,60,-25,-6,-19,0,-7,23,45,-22,-7,-15,0,-8
Boston Bruins,2013/04/06  vs. MTL,MTL,1,63,51,12,-3,0,15,4,40,41,-1,-5,0,4,-3
Chicago Blackhawks,2013/01/19  vs. LAK,LAK,1,29,34,-5,0,-5,0,4,23,24,-1,0,-1,0,3
Detroit Red Wings,2013/03/05  vs. COL,COL,1,44,49,-5,-10,5,0,-9,36,38,-2,-3,1,0,-1
Calgary Flames,2013/04/17  vs. DET,DET,1,29,55,-26,-10,-16,0,-13,21,44,-23,-11,-12,0,-12
Phoenix Coyotes,2013/03/30  vs. SJS,SJS,1,51,71,-20,-7,-13,0,-5,37,50,-13,-8,-5,0,-5
Chicago Blackhawks,2013/02/17  vs. LAK,LAK,1,43,38,5,6,-1,0,6,34,21,13,5,8,0,6
Winnipeg Jets,2013/01/21  vs. BOS,BOS,1,51,48,3,1,2,0,3,34,34,0,-3,3,0,0
Washington Capitals,2013/02/05  vs. TOR,TOR,1,56,35,21,2,0,19,13,36,27,9,2,0,7,7
Anaheim Ducks,2013/03/22  vs. DET,DET,1,44,46,-2,-5,2,1,-1,32,32,0,-1,2,-1,1
Vancouver Canucks,2013/04/16  vs. STL,STL,1,33,54,-21,-16,-5,0,-16,24,41,-17,-14,-3,0,-14
Nashville Predators,2013/03/23  vs. CBJ,CBJ,1,38,37,1,6,-5,0,9,28,24,4,4,0,0,6
Phoenix Coyotes,2013/03/14  vs. STL,STL,1,43,42,1,-5,0,6,-1,31,33,-2,-7,0,5,-3
Washington Capitals,2013/03/16  vs. BOS,BOS,1,44,46,-2,-1,0,-1,-2,35,39,-4,0,0,-4,-1
San Jose Sharks,2013/01/31  vs. EDM,EDM,1,46,36,10,6,4,0,10,32,26,6,2,4,0,5
Anaheim Ducks,2013/04/22  vs. EDM,EDM,1,45,51,-6,3,-9,0,2,34,31,3,2,1,0,1
Ottawa Senators,2013/03/16  vs. BUF,BUF,1,45,36,9,-4,8,5,1,34,27,7,-3,3,7,3
New York Rangers,2013/02/12  vs. BOS,BOS,1,30,45,-15,-5,-10,0,-9,23,26,-3,-5,2,0,-5
Columbus Blue Jackets,2013/02/05  vs. LAK,LAK,1,26,42,-16,-14,1,-3,-16,19,32,-13,-8,-1,-4,-13
Ottawa Senators,2013/03/21  vs. BOS,BOS,1,54,52,2,5,-2,-1,3,37,39,-2,-2,1,-1,-1
Calgary Flames,2013/01/21  vs. ANA,ANA,1,48,42,6,14,0,-8,15,34,32,2,12,0,-10,12
Tampa Bay Lightning,2013/04/07  vs. WSH,WSH,1,48,52,-4,-4,-3,3,-9,33,42,-9,-3,-6,0,-11
Minnesota Wild,2013/02/26  vs. CGY,CGY,1,31,14,17,-1,0,18,12,20,11,9,-2,0,11,6
Calgary Flames,2013/04/10  vs. VAN,VAN,1,52,43,9,13,-3,-1,10,44,29,15,17,-2,0,15
Pittsburgh Penguins,2013/02/17  vs. BUF,BUF,1,44,42,2,-1,1,2,1,35,30,5,1,2,2,2
Phoenix Coyotes,2013/03/25  vs. DET,DET,1,41,49,-8,-10,0,2,-14,35,40,-5,-6,1,0,-9
New York Islanders,2013/03/09  vs. WSH,WSH,1,44,41,3,-9,12,0,0,35,27,8,-8,16,0,4
Phoenix Coyotes,2013/01/19  vs. DAL,DAL,1,49,49,0,1,-1,0,-5,37,37,0,0,0,0,-3
Columbus Blue Jackets,2013/01/24  vs. COL,COL,1,46,36,10,0,0,10,-4,27,31,-4,0,0,-4,-6
New Jersey Devils,2013/04/15  vs. TOR,TOR,1,54,24,30,33,0,-3,33,36,16,20,22,0,-2,22
Anaheim Ducks,2013/04/05  vs. DAL,DAL,1,44,30,14,1,0,13,-2,31,24,7,-1,0,8,-3
Calgary Flames,2013/02/28  vs. COL,COL,1,38,47,-9,-2,-7,0,-4,26,33,-7,-2,-4,-1,-4
Calgary Flames,2013/04/23  vs. NSH,NSH,1,32,60,-28,-19,2,-11,-17,26,44,-18,-15,3,-6,-12
Columbus Blue Jackets,2013/01/21  vs. DET,DET,1,23,37,-14,-17,0,3,-16,18,26,-8,-12,0,4,-9
Edmonton Oilers,2013/01/28  vs. COL,COL,1,43,50,-7,6,-13,0,8,29,41,-12,6,-18,0,8
San Jose Sharks,2013/03/14  vs. LAK,LAK,1,39,54,-15,-7,-8,0,-11,29,35,-6,-2,-4,0,-2
Winnipeg Jets,2013/04/01  vs. NYR,NYR,1,50,52,-2,2,-2,-2,0,32,38,-6,0,-4,-2,-5
New Jersey Devils,2013/03/04  vs. TOR,TOR,1,58,35,23,10,4,9,24,43,24,19,12,3,4,23
Montreal Canadiens,2013/04/13  vs. TOR,TOR,1,61,35,26,2,0,24,9,47,27,20,0,0,20,8
San Jose Sharks,2013/02/19  vs. STL,STL,1,37,36,1,4,2,-5,-1,26,25,1,3,3,-5,-2
Dallas Stars,2013/02/28  vs. EDM,EDM,1,49,34,15,-1,0,16,11,34,27,7,-1,0,8,10
Columbus Blue Jackets,2013/01/29  vs. MIN,MIN,1,39,35,4,9,0,-5,1,28,28,0,5,0,-5,-4
Buffalo Sabres,2013/02/21  vs. TOR,TOR,1,50,48,2,3,-3,2,-2,36,36,0,1,-2,1,-3
Carolina Hurricanes,2013/02/11  vs. NYI,NYI,1,47,40,7,-3,3,7,2,33,25,8,2,4,2,2
Phoenix Coyotes,2013/04/10  vs. EDM,EDM,1,51,39,12,4,8,0,10,38,34,4,0,4,0,4
New York Islanders,2013/03/26  vs. WSH,WSH,1,36,56,-20,-12,-8,0,-15,27,36,-9,-9,0,0,-8
Carolina Hurricanes,2013/04/11  vs. WSH,WSH,1,59,48,11,1,-3,13,7,42,38,4,0,-5,9,1
Minnesota Wild,2013/04/16  vs. EDM,EDM,1,37,35,2,2,0,0,1,28,23,5,3,2,0,1
Montreal Canadiens,2013/01/22  vs. FLA,FLA,1,35,27,8,4,4,0,15,24,20,4,4,0,0,10
Toronto Maple Leafs,2013/04/04  vs. PHI,PHI,1,59,42,17,5,1,11,7,41,33,8,4,1,3,5
Detroit Red Wings,2013/03/22  vs. ANA,ANA,1,46,44,2,5,-1,-2,1,32,32,0,1,1,-2,-1
Tampa Bay Lightning,2013/03/24  vs. WPG,WPG,1,38,40,-2,5,0,-7,5,29,27,2,5,0,-3,4
Ottawa Senators,2013/02/28  vs. BOS,BOS,1,49,52,-3,6,0,-9,-3,35,40,-5,2,0,-7,-5
Tampa Bay Lightning,2013/02/23  vs. CAR,CAR,1,54,56,-2,2,-4,0,-9,43,40,3,3,0,0,-3
Ottawa Senators,2013/01/27  vs. PIT,PIT,1,59,36,23,15,0,8,23,39,26,13,11,0,2,13
Buffalo Sabres,2013/04/09  vs. WPG,WPG,1,36,50,-14,-16,0,2,-18,32,36,-4,-7,0,3,-9
Anaheim Ducks,2013/02/16  vs. NSH,NSH,1,41,47,-6,-2,0,-4,-6,27,34,-7,-5,0,-2,-7
Buffalo Sabres,2013/01/24  vs. CAR,CAR,1,44,43,1,-6,0,7,-8,32,31,1,-1,0,2,-2
Florida Panthers,2013/01/19  vs. CAR,CAR,1,23,59,-36,-4,-32,0,-6,16,49,-33,-3,-30,0,-5
St. Louis Blues,2013/03/09  vs. SJS,SJS,1,50,44,6,0,-2,8,7,38,26,12,5,2,5,12
Colorado Avalanche,2013/03/06  vs. CHI,CHI,1,51,46,5,3,1,1,5,30,33,-3,-4,2,-1,-2
Chicago Blackhawks,2013/03/18  vs. COL,COL,1,54,38,16,-1,17,0,3,38,24,14,-2,16,0,2
Detroit Red Wings,2013/03/13  vs. CGY,CGY,1,64,33,31,16,-2,17,25,48,28,20,14,-2,8,16
Anaheim Ducks,2013/04/17  vs. CBJ,CBJ,1,37,43,-6,1,-7,0,-4,31,29,2,8,-6,0,4
Florida Panthers,2013/03/02  vs. CAR,CAR,1,44,43,1,-1,0,2,-2,29,33,-4,-2,0,-2,-4
Buffalo Sabres,2013/04/17  vs. BOS,BOS,1,26,61,-35,-4,0,-31,-26,21,49,-28,-6,0,-22,-22
Tampa Bay Lightning,2013/04/06  vs. NYI,NYI,1,50,50,0,-4,0,4,2,27,33,-6,-3,0,-3,-2
Vancouver Canucks,2013/03/07  vs. CBJ,CBJ,1,51,41,10,1,0,9,10,41,33,8,0,0,8,8
Pittsburgh Penguins,2013/03/24  vs. PHI,PHI,1,57,49,8,2,0,6,4,42,36,6,5,0,1,6
Minnesota Wild,2013/01/27  vs. STL,STL,1,29,44,-15,-4,-8,-3,-4,21,34,-13,-4,-6,-3,-4
Washington Capitals,2013/02/03  vs. PIT,PIT,1,53,39,14,3,0,11,7,34,29,5,4,0,1,3
St. Louis Blues,2013/04/21  vs. COL,COL,1,54,53,1,1,0,0,8,39,40,-1,3,0,-4,7
Edmonton Oilers,2013/02/06  vs. DAL,DAL,1,40,49,-9,-12,-1,4,-13,33,33,0,-6,2,4,-4
New York Islanders,2013/01/19  vs. NJD,NJD,1,31,45,-14,-8,0,-6,-9,22,32,-10,-3,0,-7,-5
Chicago Blackhawks,2013/04/15  vs. DAL,DAL,1,43,27,16,11,5,0,16,30,18,12,5,7,0,13
Vancouver Canucks,2013/02/17  vs. STL,STL,1,46,35,11,5,4,2,9,31,25,6,6,-1,1,5
New York Islanders,2013/02/26  vs. BOS,BOS,1,50,44,6,-5,0,11,-7,38,33,5,-3,0,8,-3
Dallas Stars,2013/02/26  vs. CBJ,CBJ,1,52,27,25,13,12,0,25,40,21,19,11,8,0,18
New York Islanders,2013/02/03  vs. NJD,NJD,1,25,36,-11,-10,0,-1,-10,16,27,-11,-10,0,-1,-10
Chicago Blackhawks,2013/03/25  vs. LAK,LAK,1,31,41,-10,-9,2,-3,-11,24,36,-12,-11,1,-2,-12
Pittsburgh Penguins,2013/02/22  vs. FLA,FLA,1,47,36,11,9,3,-1,8,38,29,9,9,1,-1,8
Los Angeles Kings,2013/03/11  vs. CGY,CGY,1,37,40,-3,-5,2,0,-3,30,29,1,-6,7,0,-4
St. Louis Blues,2013/01/22  vs. CHI,CHI,1,49,36,13,-2,0,15,3,33,29,4,-3,0,7,1
Toronto Maple Leafs,2013/03/07  vs. BOS,BOS,1,38,39,-1,-3,0,2,0,30,31,-1,1,0,-2,4
Winnipeg Jets,2013/03/14  vs. NYR,NYR,1,51,63,-12,-12,0,0,-22,34,43,-9,-4,-5,0,-16
Florida Panthers,2013/02/14  vs. MTL,MTL,1,39,37,2,2,0,0,2,30,31,-1,-1,0,0,-1
Chicago Blackhawks,2013/04/09  vs. MIN,MIN,1,44,37,7,9,-2,0,11,39,28,11,11,0,0,12
Dallas Stars,2013/03/03  vs. STL,STL,1,51,52,-1,-1,3,-3,5,39,36,3,0,7,-4,0
Vancouver Canucks,2013/04/15  vs. NSH,NSH,1,30,54,-24,-2,-22,0,-15,25,44,-19,0,-19,0,-13
Montreal Canadiens,2013/02/18  vs. CAR,CAR,1,37,35,2,-4,6,0,-4,26,28,-2,-6,4,0,-6
Calgary Flames,2013/02/13  vs. DAL,DAL,1,36,45,-9,2,-11,0,2,31,31,0,2,-2,0,2
Anaheim Ducks,2013/03/02  vs. PHX,PHX,1,39,73,-34,-30,-3,-1,-31,28,48,-20,-16,-3,-1,-17
